,ID,Gender,Ever_Married,Graduated,Profession,Spending_Score,Family_Size,Var_1,Segmentation,Age,Work_Experience
6773,466883,Female,Yes,Yes,Artist,Average,2.0,Cat_6,B,37.0,2.0
6774,467477,Male,Yes,Yes,Healthcare,Average,2.0,Cat_6,D,43.0,5.0
6775,461307,Male,No,No,Healthcare,Low,4.0,Cat_6,D,23.0,1.0
6776,463509,Male,No,No,Artist,Low,1.0,Cat_3,D,43.0,0.0
6777,461470,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,43.0,2.0
6778,466138,Male,Yes,No,Lawyer,High,2.0,Cat_6,D,71.0,3.0
6779,460034,Female,Yes,Yes,Artist,Low,1.0,Cat_6,D,38.0,8.0
6782,465088,Male,Yes,Yes,Executive,High,4.0,Cat_6,B,48.0,9.0
6783,467253,Female,No,Yes,Engineer,Low,2.0,Cat_6,D,35.0,2.0
6784,462375,Male,Yes,Yes,Artist,Average,3.0,Cat_6,C,53.0,1.0
6785,466337,Female,Yes,No,Engineer,Low,2.0,Cat_4,A,41.0,0.0
6786,465924,Female,No,Yes,Marketing,Low,2.0,Cat_6,D,28.0,0.0
6787,465788,Male,No,No,Healthcare,Low,6.0,Cat_4,D,22.0,1.0
6788,459570,Male,No,Yes,Healthcare,Low,3.0,Cat_6,D,27.0,4.0
6789,463934,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,43.0,3.0
6790,459437,Male,Yes,Yes,Lawyer,High,2.0,Cat_6,B,68.0,1.0
6791,466728,Male,Yes,No,Doctor,Average,2.0,Cat_6,A,28.0,0.0
6792,461737,Female,Yes,Yes,Doctor,Average,6.0,Cat_4,B,48.0,1.0
6793,460972,Male,Yes,Yes,Artist,Low,2.0,Cat_6,A,42.0,14.0
6794,461210,Female,No,Yes,Healthcare,Low,4.0,Cat_6,A,38.0,0.0
6795,463111,Female,No,Yes,Engineer,Low,3.0,Cat_6,D,42.0,6.0
6796,465513,Male,No,Yes,Entertainment,Low,2.0,Cat_6,B,43.0,1.0
6797,461732,Female,Yes,Yes,Artist,Average,2.0,Cat_2,C,46.0,1.0
6798,459647,Female,No,Yes,Engineer,Low,2.0,Cat_6,B,43.0,1.0
6799,460257,Female,No,Yes,Healthcare,Low,6.0,Cat_6,D,28.0,1.0
6800,464437,Female,Yes,Yes,Engineer,Average,4.0,Cat_6,B,48.0,0.0
6801,461544,Male,Yes,No,Lawyer,High,2.0,Cat_6,A,82.0,1.0
6802,462749,Male,Yes,Yes,Artist,Low,2.0,Cat_6,C,49.0,1.0
6803,461472,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,41.0,0.0
6804,467659,Male,Yes,Yes,Entertainment,Average,2.0,Cat_6,B,66.0,0.0
6805,466859,Male,No,No,Healthcare,Low,5.0,Cat_2,D,22.0,0.0
6806,460101,Female,No,Yes,Healthcare,Low,3.0,Cat_3,D,31.0,9.0
6807,461885,Female,Yes,Yes,Artist,High,5.0,Cat_6,C,49.0,3.0
6808,460982,Male,Yes,No,Lawyer,High,2.0,Cat_6,A,77.0,1.0
6809,460503,Male,No,Yes,Entertainment,Low,2.0,Cat_3,B,41.0,0.0
6810,460814,Male,Yes,No,Entertainment,Low,1.0,Cat_6,D,78.0,0.0
6811,459981,Male,No,Yes,Artist,Low,1.0,Cat_6,A,41.0,7.0
6812,463776,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,39.0,3.0
6813,467746,Male,Yes,Yes,Executive,High,3.0,Cat_6,B,50.0,0.0
6814,460151,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,35.0,3.0
6815,467145,Female,Yes,Yes,Doctor,Average,3.0,Cat_6,B,52.0,1.0
6817,461101,Female,Yes,Yes,Engineer,Average,4.0,Cat_3,A,50.0,4.0
6818,464240,Male,Yes,No,Engineer,Low,1.0,Cat_2,D,52.0,2.0
6819,461424,Male,Yes,No,Healthcare,Average,4.0,Cat_4,B,63.0,0.0
6820,464237,Female,Yes,Yes,Artist,Low,3.0,Cat_6,B,47.0,0.0
6821,463566,Female,Yes,Yes,Homemaker,Average,4.0,Cat_2,C,41.0,2.0
6822,459995,Female,No,No,Artist,Low,2.0,Cat_6,A,38.0,4.0
6823,465896,Male,No,No,Doctor,Low,2.0,Cat_6,D,32.0,2.0
6824,463639,Male,No,No,Healthcare,Low,6.0,Cat_6,D,31.0,0.0
6825,463292,Male,Yes,No,Executive,High,3.0,Cat_6,B,36.0,1.0
6826,462484,Male,Yes,Yes,Artist,Low,1.0,Cat_6,D,67.0,0.0
6827,459680,Male,No,Yes,Entertainment,Low,1.0,Cat_6,A,41.0,2.0
6828,465198,Male,Yes,Yes,Entertainment,Average,4.0,Cat_6,C,53.0,8.0
6829,467820,Male,Yes,Yes,Artist,Low,1.0,Cat_3,B,51.0,0.0
6830,465817,Male,Yes,No,Executive,Low,2.0,Cat_4,A,56.0,0.0
6832,464244,Male,Yes,Yes,Executive,High,4.0,Cat_6,B,72.0,1.0
6833,465717,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,42.0,2.0
6834,460461,Female,Yes,No,Homemaker,Average,2.0,Cat_3,A,26.0,9.0
6836,466931,Male,No,Yes,Entertainment,Low,2.0,Cat_3,A,37.0,1.0
6837,461106,Male,No,No,Healthcare,Low,4.0,Cat_3,D,18.0,1.0
6839,463379,Male,No,No,Marketing,Low,7.0,Cat_6,D,29.0,1.0
6840,459331,Female,No,Yes,Lawyer,Low,1.0,Cat_6,D,70.0,0.0
6841,466396,Female,No,No,Healthcare,Low,5.0,Cat_3,D,19.0,1.0
6842,463135,Male,Yes,Yes,Artist,Average,2.0,Cat_3,C,46.0,5.0
6843,463418,Male,Yes,No,Executive,High,4.0,Cat_6,A,53.0,1.0
6844,467300,Female,Yes,Yes,Artist,Low,1.0,Cat_6,B,50.0,0.0
6845,465518,Female,Yes,Yes,Artist,Average,3.0,Cat_4,B,43.0,1.0
6846,461964,Female,No,No,Healthcare,Low,4.0,Cat_7,D,23.0,0.0
6847,463190,Female,Yes,Yes,Artist,Average,2.0,Cat_4,B,61.0,0.0
6848,461771,Male,Yes,Yes,Doctor,Average,2.0,Cat_6,A,27.0,9.0
6850,466082,Female,Yes,Yes,Lawyer,Low,1.0,Cat_6,C,83.0,1.0
6851,461241,Male,Yes,Yes,Healthcare,Low,2.0,Cat_6,D,32.0,5.0
6852,460741,Male,Yes,Yes,Artist,Average,5.0,Cat_6,B,58.0,1.0
6853,461752,Male,Yes,Yes,Doctor,Average,3.0,Cat_6,C,67.0,1.0
6854,461030,Female,No,No,Healthcare,Low,5.0,Cat_3,D,19.0,8.0
6855,459097,Male,Yes,Yes,Lawyer,High,2.0,Cat_6,A,88.0,0.0
6856,464615,Male,Yes,Yes,Artist,Low,2.0,Cat_6,A,35.0,7.0
6857,460928,Male,Yes,Yes,Artist,Average,4.0,Cat_6,B,45.0,0.0
6858,467682,Female,Yes,Yes,Artist,Average,4.0,Cat_6,B,35.0,9.0
6859,463480,Female,Yes,No,Healthcare,Low,2.0,Cat_6,D,27.0,0.0
6860,462370,Male,Yes,Yes,Executive,High,3.0,Cat_6,B,35.0,4.0
6861,459148,Female,No,No,Healthcare,Low,3.0,Cat_4,D,20.0,2.0
6862,462588,Male,Yes,No,Entertainment,Average,3.0,Cat_4,A,41.0,12.0
6863,466102,Female,No,No,Healthcare,Low,6.0,Cat_3,C,33.0,1.0
6864,464482,Male,Yes,Yes,Artist,Low,1.0,Cat_6,C,58.0,0.0
6865,463078,Male,Yes,No,Executive,High,2.0,Cat_6,A,86.0,0.0
6866,464646,Male,Yes,No,Engineer,Average,5.0,Cat_4,D,61.0,7.0
6867,461151,Male,No,Yes,Artist,Low,3.0,Cat_3,D,32.0,0.0
6868,466397,Male,No,No,Healthcare,Low,3.0,Cat_3,D,20.0,0.0
6869,463743,Male,No,No,Artist,Low,4.0,Cat_6,D,32.0,0.0
6870,467753,Female,Yes,No,Artist,High,2.0,Cat_6,C,69.0,0.0
6871,465666,Female,No,Yes,Entertainment,Low,4.0,Cat_6,C,35.0,9.0
6872,463105,Female,No,Yes,Lawyer,Low,2.0,Cat_6,D,72.0,1.0
6873,465280,Female,Yes,Yes,Artist,Low,1.0,Cat_6,C,37.0,0.0
6876,465578,Male,No,Yes,Healthcare,Low,1.0,Cat_6,D,33.0,4.0
6877,466560,Male,Yes,No,Executive,Average,4.0,Cat_4,D,40.0,0.0
6878,459897,Female,Yes,Yes,Artist,Low,2.0,Cat_6,C,55.0,1.0
6879,466440,Male,Yes,No,Executive,High,9.0,Cat_6,A,23.0,1.0
6880,464647,Female,Yes,No,Doctor,High,1.0,Cat_4,D,51.0,1.0
6881,460851,Male,Yes,No,Doctor,Average,3.0,Cat_6,B,69.0,0.0
6882,467122,Female,Yes,No,Lawyer,High,2.0,Cat_6,C,73.0,0.0
6884,460462,Female,No,No,Marketing,Low,3.0,Cat_3,B,20.0,1.0
6885,459440,Female,No,Yes,Artist,Low,1.0,Cat_6,B,53.0,1.0
6886,459521,Female,Yes,Yes,Artist,Average,4.0,Cat_1,A,46.0,0.0
6887,465772,Female,Yes,Yes,Engineer,Low,4.0,Cat_1,B,53.0,0.0
6888,462218,Male,Yes,No,Executive,Average,5.0,Cat_4,B,53.0,0.0
6889,467673,Male,Yes,No,Executive,High,4.0,Cat_6,B,50.0,0.0
6890,461295,Female,Yes,Yes,Artist,Average,3.0,Cat_6,C,66.0,1.0
6891,466035,Female,Yes,Yes,Lawyer,Low,2.0,Cat_6,B,86.0,1.0
6892,459830,Female,No,Yes,Doctor,Low,1.0,Cat_6,A,27.0,8.0
6893,462080,Female,No,Yes,Artist,Low,1.0,Cat_6,C,42.0,8.0
6894,459330,Male,No,No,Marketing,Low,9.0,Cat_6,D,33.0,11.0
6895,467058,Male,Yes,No,Executive,High,2.0,Cat_6,B,82.0,1.0
6896,461122,Male,Yes,No,Entertainment,Low,2.0,Cat_4,D,26.0,8.0
6897,464886,Male,Yes,Yes,Engineer,Average,4.0,Cat_4,B,38.0,0.0
6898,463697,Female,No,Yes,Artist,Low,7.0,Cat_4,A,32.0,6.0
6899,460592,Male,No,No,Healthcare,Low,5.0,Cat_3,D,20.0,1.0
6900,465995,Male,No,No,Entertainment,Low,3.0,Cat_2,D,27.0,0.0
6901,461293,Male,No,No,Healthcare,Low,4.0,Cat_6,D,22.0,0.0
6902,467020,Male,Yes,Yes,Lawyer,High,3.0,Cat_6,B,80.0,0.0
6903,461153,Female,Yes,Yes,Artist,High,3.0,Cat_3,A,32.0,4.0
6904,467175,Male,Yes,Yes,Lawyer,Low,1.0,Cat_6,D,77.0,0.0
6905,465154,Male,No,No,Healthcare,Low,2.0,Cat_4,D,22.0,1.0
6906,466666,Female,Yes,Yes,Healthcare,Low,2.0,Cat_6,A,32.0,0.0
6908,462859,Male,Yes,Yes,Entertainment,Average,2.0,Cat_6,A,49.0,1.0
6909,467483,Male,Yes,Yes,Executive,High,9.0,Cat_6,A,55.0,0.0
6910,466950,Male,No,Yes,Entertainment,Low,2.0,Cat_3,D,28.0,1.0
6912,466884,Female,Yes,No,Doctor,Low,1.0,Cat_6,A,42.0,1.0
6914,463203,Female,No,No,Healthcare,Low,3.0,Cat_7,D,20.0,1.0
6915,464716,Male,Yes,Yes,Marketing,High,6.0,Cat_4,D,43.0,0.0
6916,466162,Female,Yes,Yes,Doctor,Low,1.0,Cat_4,B,73.0,0.0
6917,462383,Female,No,No,Engineer,Low,3.0,Cat_3,D,46.0,1.0
6918,462970,Male,Yes,No,Doctor,Average,2.0,Cat_6,D,28.0,0.0
6919,463988,Female,Yes,Yes,Entertainment,Average,2.0,Cat_2,A,35.0,9.0
6920,466500,Female,Yes,Yes,Artist,High,3.0,Cat_4,B,48.0,3.0
6921,460826,Female,No,Yes,Artist,Low,3.0,Cat_4,D,32.0,0.0
6922,466714,Male,Yes,Yes,Executive,Average,2.0,Cat_6,C,66.0,0.0
6923,467876,Female,Yes,Yes,Artist,High,2.0,Cat_6,C,47.0,8.0
6924,465204,Male,Yes,Yes,Healthcare,Low,2.0,Cat_6,C,28.0,1.0
6925,461851,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,35.0,3.0
6926,460823,Female,Yes,Yes,Lawyer,High,2.0,Cat_6,B,75.0,1.0
6927,459328,Male,Yes,Yes,Executive,High,3.0,Cat_6,B,48.0,1.0
6928,466541,Male,No,Yes,Entertainment,Low,4.0,Cat_6,A,41.0,1.0
6929,461817,Female,No,No,Doctor,Low,3.0,Cat_6,D,25.0,1.0
6930,459187,Female,Yes,No,Doctor,Average,3.0,Cat_4,B,52.0,0.0
6931,464352,Male,Yes,Yes,Doctor,Average,2.0,Cat_6,C,58.0,0.0
6932,462752,Female,No,No,Healthcare,Low,1.0,Cat_6,D,26.0,3.0
6933,459814,Female,No,Yes,Artist,Low,3.0,Cat_2,B,49.0,0.0
6934,460309,Male,No,Yes,Marketing,Low,5.0,Cat_7,D,28.0,9.0
6935,467169,Male,No,Yes,Artist,Low,1.0,Cat_6,B,53.0,0.0
6936,461362,Female,No,Yes,Doctor,Low,4.0,Cat_6,D,27.0,0.0
6937,462942,Female,No,Yes,Entertainment,Low,4.0,Cat_4,A,33.0,0.0
6938,463088,Female,Yes,Yes,Lawyer,High,2.0,Cat_6,C,89.0,0.0
6939,463924,Female,No,Yes,Artist,Low,1.0,Cat_5,B,40.0,1.0
6940,462105,Male,Yes,No,Executive,High,4.0,Cat_4,B,47.0,1.0
6941,462794,Male,No,No,Healthcare,Low,5.0,Cat_6,D,27.0,10.0
6942,462399,Male,Yes,Yes,Executive,Low,6.0,Cat_6,D,37.0,1.0
6943,465593,Male,Yes,No,Lawyer,High,3.0,Cat_3,A,56.0,0.0
6944,465437,Male,Yes,Yes,Executive,High,5.0,Cat_6,C,48.0,2.0
6945,465457,Female,No,Yes,Engineer,Low,1.0,Cat_6,A,32.0,0.0
6946,463167,Male,Yes,Yes,Doctor,Average,3.0,Cat_6,A,39.0,1.0
6947,463176,Male,Yes,Yes,Artist,Average,4.0,Cat_3,B,39.0,1.0
6948,462141,Female,No,Yes,Artist,Low,1.0,Cat_6,C,39.0,9.0
6949,460760,Male,Yes,No,Artist,High,4.0,Cat_3,B,60.0,1.0
6950,461938,Female,No,Yes,Engineer,Low,2.0,Cat_6,A,33.0,9.0
6951,465041,Female,Yes,No,Artist,Average,4.0,Cat_4,C,50.0,0.0
6952,462896,Male,Yes,Yes,Entertainment,Low,2.0,Cat_6,A,58.0,1.0
6953,467226,Female,No,No,Entertainment,Low,4.0,Cat_6,C,20.0,1.0
6954,467228,Male,No,Yes,Healthcare,Low,4.0,Cat_6,C,29.0,0.0
6955,459800,Female,No,No,Engineer,Low,1.0,Cat_6,D,37.0,0.0
6956,466175,Male,Yes,Yes,Doctor,Low,2.0,Cat_6,C,25.0,1.0
6957,460212,Male,Yes,Yes,Entertainment,Low,6.0,Cat_6,D,37.0,11.0
6958,466912,Male,Yes,Yes,Engineer,Low,1.0,Cat_6,D,68.0,0.0
6959,460373,Male,No,No,Healthcare,Low,3.0,Cat_6,D,20.0,2.0
6961,463728,Female,Yes,No,Doctor,Average,6.0,Cat_6,B,30.0,1.0
6962,466596,Female,Yes,Yes,Artist,High,2.0,Cat_6,C,83.0,0.0
6963,465945,Female,No,Yes,Artist,Low,1.0,Cat_6,D,52.0,0.0
6964,464825,Female,No,No,Healthcare,Low,1.0,Cat_4,D,19.0,7.0
6965,462235,Female,Yes,Yes,Engineer,Low,2.0,Cat_4,C,36.0,11.0
6966,463477,Male,No,No,Healthcare,Low,4.0,Cat_4,C,31.0,1.0
6967,465744,Male,Yes,Yes,Artist,Average,2.0,Cat_2,C,51.0,0.0
6968,467093,Female,Yes,Yes,Artist,Average,2.0,Cat_6,A,53.0,8.0
6969,464351,Female,No,Yes,Healthcare,Low,1.0,Cat_6,D,31.0,1.0
6970,466955,Male,Yes,No,Entertainment,Low,4.0,Cat_3,A,57.0,0.0
6971,462305,Male,Yes,Yes,Artist,Average,5.0,Cat_6,C,36.0,0.0
6972,461519,Male,No,No,Doctor,Low,3.0,Cat_4,A,35.0,2.0
6973,465885,Female,No,Yes,Marketing,Low,2.0,Cat_6,A,41.0,1.0
6974,461022,Male,Yes,Yes,Artist,Low,1.0,Cat_3,A,69.0,0.0
6975,463146,Male,Yes,No,Entertainment,Average,2.0,Cat_6,B,37.0,11.0
6977,459150,Female,No,Yes,Doctor,Low,1.0,Cat_6,A,49.0,0.0
6978,467114,Male,Yes,Yes,Marketing,Average,3.0,Cat_6,B,59.0,0.0
6979,466395,Female,Yes,Yes,Doctor,High,2.0,Cat_4,A,37.0,2.0
6980,465028,Female,Yes,Yes,Lawyer,High,4.0,Cat_6,C,68.0,3.0
6981,467194,Male,No,No,Entertainment,Low,3.0,Cat_6,D,29.0,0.0
6982,464189,Female,No,Yes,Artist,Low,2.0,Cat_6,A,42.0,1.0
6984,466043,Female,Yes,Yes,Artist,Average,4.0,Cat_6,B,46.0,1.0
6985,460585,Male,No,No,Entertainment,Low,3.0,Cat_3,D,49.0,1.0
6986,461217,Female,No,Yes,Engineer,Low,5.0,Cat_6,D,33.0,1.0
6987,465759,Male,Yes,No,Artist,Low,3.0,Cat_4,A,33.0,1.0
6988,463485,Female,No,No,Engineer,Low,3.0,Cat_6,D,25.0,5.0
6989,464781,Male,No,No,Marketing,Low,3.0,Cat_4,D,32.0,0.0
6990,459425,Female,Yes,Yes,Lawyer,High,2.0,Cat_6,A,87.0,0.0
6991,460716,Male,Yes,Yes,Entertainment,Average,4.0,Cat_6,B,52.0,0.0
6992,464864,Female,No,No,Engineer,Low,8.0,Cat_4,D,27.0,14.0
6993,467250,Male,Yes,Yes,Entertainment,Low,2.0,Cat_6,D,63.0,6.0
6994,460169,Female,Yes,Yes,Lawyer,High,2.0,Cat_2,C,89.0,1.0
6996,462401,Male,Yes,No,Executive,Average,2.0,Cat_4,D,31.0,1.0
6997,464290,Female,No,Yes,Artist,Low,1.0,Cat_6,C,41.0,0.0
6998,462692,Female,Yes,No,Artist,Average,2.0,Cat_6,B,35.0,2.0
6999,464599,Female,Yes,Yes,Artist,High,7.0,Cat_2,B,50.0,1.0
7000,464952,Female,Yes,No,Engineer,Average,2.0,Cat_4,B,70.0,0.0
7001,460502,Female,Yes,Yes,Engineer,Average,3.0,Cat_3,B,55.0,1.0
7002,463897,Female,Yes,Yes,Homemaker,Average,5.0,Cat_6,B,36.0,8.0
7003,464401,Female,Yes,Yes,Lawyer,Low,1.0,Cat_6,B,66.0,4.0
7005,462621,Female,Yes,No,Engineer,Average,5.0,Cat_4,D,49.0,5.0
7006,466092,Male,Yes,Yes,Artist,Average,4.0,Cat_6,B,65.0,1.0
7007,466469,Female,No,No,Healthcare,Low,4.0,Cat_3,D,23.0,1.0
7008,459804,Male,Yes,No,Artist,High,4.0,Cat_6,C,45.0,3.0
7009,460548,Male,No,No,Entertainment,Low,5.0,Cat_3,D,33.0,1.0
7010,459733,Male,Yes,Yes,Executive,High,3.0,Cat_6,A,48.0,1.0
7011,466830,Male,No,Yes,Healthcare,Low,4.0,Cat_6,D,28.0,5.0
7012,466849,Female,No,Yes,Artist,Low,8.0,Cat_4,C,27.0,0.0
7013,461090,Female,Yes,Yes,Engineer,Low,3.0,Cat_3,D,45.0,1.0
7014,466531,Female,Yes,Yes,Entertainment,Average,3.0,Cat_6,A,49.0,2.0
7016,467378,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,56.0,1.0
7017,462830,Male,No,No,Healthcare,Low,1.0,Cat_2,D,21.0,1.0
7018,461087,Female,Yes,No,Artist,Average,2.0,Cat_3,A,29.0,0.0
7019,461857,Male,No,No,Entertainment,Low,3.0,Cat_6,C,33.0,2.0
7020,465754,Female,Yes,Yes,Artist,Average,4.0,Cat_6,C,57.0,0.0
7021,466708,Male,Yes,No,Entertainment,Low,1.0,Cat_6,A,65.0,1.0
7022,465133,Female,Yes,Yes,Engineer,Average,5.0,Cat_6,B,61.0,1.0
7023,467266,Female,No,No,Healthcare,Low,4.0,Cat_3,C,32.0,0.0
7024,464304,Male,Yes,Yes,Artist,Low,1.0,Cat_3,A,35.0,1.0
7025,464393,Female,Yes,Yes,Lawyer,High,2.0,Cat_6,A,82.0,1.0
7026,464883,Female,Yes,No,Engineer,Low,4.0,Cat_4,A,37.0,1.0
7028,465203,Male,No,Yes,Healthcare,Low,3.0,Cat_6,C,32.0,2.0
7029,461860,Female,Yes,Yes,Lawyer,High,2.0,Cat_6,C,81.0,1.0
7030,459934,Male,No,Yes,Artist,Low,1.0,Cat_6,B,49.0,0.0
7031,461408,Male,Yes,Yes,Marketing,Low,3.0,Cat_6,D,46.0,1.0
7032,459545,Female,No,No,Doctor,Low,4.0,Cat_6,D,20.0,2.0
7034,459967,Male,No,Yes,Entertainment,Low,3.0,Cat_6,B,27.0,9.0
7035,464493,Female,Yes,Yes,Lawyer,Average,4.0,Cat_5,B,66.0,6.0
7036,463020,Male,Yes,Yes,Artist,Average,3.0,Cat_1,D,31.0,0.0
7037,466704,Male,Yes,Yes,Doctor,Average,2.0,Cat_6,C,53.0,4.0
7038,462950,Female,No,Yes,Doctor,Low,5.0,Cat_3,D,29.0,0.0
7039,459862,Male,Yes,No,Executive,High,2.0,Cat_6,A,70.0,2.0
7040,465560,Male,Yes,Yes,Entertainment,Average,5.0,Cat_3,B,60.0,1.0
7041,465114,Female,No,No,Doctor,Low,6.0,Cat_7,B,43.0,4.0
7042,464908,Male,Yes,Yes,Entertainment,Low,1.0,Cat_4,A,73.0,5.0
7044,464109,Male,Yes,No,Entertainment,Average,3.0,Cat_6,C,47.0,0.0
7045,463748,Male,No,No,Healthcare,Low,3.0,Cat_6,D,20.0,1.0
7046,461808,Male,Yes,Yes,Artist,Low,2.0,Cat_7,B,38.0,0.0
7047,461716,Female,Yes,Yes,Lawyer,High,9.0,Cat_6,C,56.0,5.0
7048,466409,Male,Yes,Yes,Artist,Average,5.0,Cat_6,C,51.0,0.0
7049,464160,Male,Yes,Yes,Artist,Average,2.0,Cat_6,A,27.0,4.0
7050,462459,Male,No,Yes,Artist,Low,2.0,Cat_6,A,30.0,2.0
7051,463347,Male,Yes,Yes,Artist,Average,4.0,Cat_2,A,49.0,1.0
7052,461117,Female,No,Yes,Healthcare,Low,6.0,Cat_3,D,30.0,0.0
7053,467023,Male,Yes,No,Doctor,Average,2.0,Cat_6,A,26.0,9.0
7054,462637,Female,Yes,No,Marketing,Average,6.0,Cat_4,D,58.0,1.0
7055,465068,Male,Yes,Yes,Artist,Average,4.0,Cat_6,B,42.0,3.0
7057,462239,Male,Yes,Yes,Executive,High,5.0,Cat_5,C,49.0,1.0
7058,467472,Male,Yes,Yes,Executive,High,4.0,Cat_6,B,59.0,3.0
7060,466286,Female,Yes,Yes,Artist,Average,5.0,Cat_2,C,49.0,0.0
7061,467017,Male,No,Yes,Engineer,Low,4.0,Cat_2,A,31.0,5.0
7062,463767,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,32.0,9.0
7063,466653,Male,Yes,Yes,Entertainment,Low,1.0,Cat_6,A,41.0,5.0
7064,464982,Male,Yes,Yes,Executive,High,4.0,Cat_6,B,71.0,1.0
7065,465021,Male,Yes,Yes,Entertainment,Average,3.0,Cat_6,C,62.0,0.0
7066,462513,Male,No,Yes,Artist,Low,4.0,Cat_4,A,26.0,3.0
7067,460079,Female,No,No,Doctor,Low,1.0,Cat_6,A,41.0,0.0
7068,460092,Male,No,Yes,Doctor,Low,2.0,Cat_6,C,41.0,2.0
7069,462534,Male,No,Yes,Artist,Low,1.0,Cat_6,A,38.0,6.0
7070,466172,Male,Yes,Yes,Artist,Average,3.0,Cat_6,C,53.0,3.0
7071,463370,Male,Yes,Yes,Doctor,Low,4.0,Cat_3,A,46.0,2.0
7072,463030,Male,Yes,Yes,Executive,High,3.0,Cat_6,C,50.0,1.0
7073,465359,Female,Yes,No,Artist,Low,1.0,Cat_6,C,40.0,1.0
7074,462504,Female,No,No,Artist,Low,1.0,Cat_1,B,49.0,9.0
7075,465937,Female,No,Yes,Healthcare,Low,3.0,Cat_6,D,30.0,9.0
7076,460534,Male,Yes,Yes,Artist,Average,4.0,Cat_6,B,36.0,0.0
7077,461032,Female,Yes,Yes,Lawyer,High,3.0,Cat_6,C,66.0,0.0
7078,463285,Male,Yes,No,Marketing,Low,4.0,Cat_3,D,31.0,5.0
7081,463785,Female,No,No,Healthcare,Low,4.0,Cat_4,C,27.0,0.0
7082,467127,Male,Yes,No,Lawyer,Low,1.0,Cat_6,D,70.0,2.0
7083,467469,Male,Yes,No,Entertainment,Average,3.0,Cat_4,D,43.0,4.0
7084,461358,Male,No,No,Entertainment,Low,3.0,Cat_6,A,42.0,1.0
7085,464803,Male,No,No,Doctor,Low,1.0,Cat_4,A,28.0,1.0
7086,460938,Male,No,Yes,Artist,Low,1.0,Cat_6,A,38.0,6.0
7087,460960,Male,Yes,Yes,Entertainment,Low,2.0,Cat_7,B,48.0,6.0
7088,461461,Male,Yes,No,Entertainment,Average,2.0,Cat_6,B,36.0,9.0
7090,466960,Male,Yes,Yes,Artist,Low,2.0,Cat_6,B,40.0,1.0
7091,466674,Female,Yes,Yes,Artist,High,2.0,Cat_6,C,57.0,0.0
7092,467747,Female,Yes,Yes,Artist,High,4.0,Cat_6,C,50.0,1.0
7093,460037,Female,No,Yes,Entertainment,Low,7.0,Cat_6,A,42.0,5.0
7094,461310,Male,No,No,Marketing,Low,5.0,Cat_6,C,20.0,2.0
7095,460166,Female,No,No,Healthcare,Low,7.0,Cat_2,D,21.0,1.0
7096,459454,Male,Yes,No,Artist,Average,2.0,Cat_6,A,38.0,6.0
7097,461403,Female,No,Yes,Healthcare,Low,4.0,Cat_6,D,27.0,0.0
7099,464453,Female,Yes,Yes,Artist,High,5.0,Cat_6,C,46.0,4.0
7100,463926,Female,No,No,Engineer,Low,6.0,Cat_6,D,27.0,0.0
7101,462718,Female,No,No,Marketing,Low,5.0,Cat_6,D,25.0,8.0
7102,464440,Male,Yes,Yes,Lawyer,High,2.0,Cat_6,A,87.0,0.0
7103,467197,Male,No,Yes,Healthcare,Low,3.0,Cat_6,D,27.0,1.0
7104,465070,Female,Yes,Yes,Marketing,Low,1.0,Cat_6,C,48.0,6.0
7105,466127,Male,Yes,Yes,Doctor,Average,4.0,Cat_6,A,51.0,1.0
7106,466941,Male,Yes,Yes,Lawyer,High,2.0,Cat_6,B,81.0,1.0
7107,467918,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,48.0,7.0
7108,462696,Male,Yes,No,Artist,High,2.0,Cat_6,A,52.0,0.0
7109,464135,Female,Yes,Yes,Lawyer,High,2.0,Cat_6,B,68.0,0.0
7110,467586,Male,Yes,Yes,Artist,Average,3.0,Cat_6,B,35.0,3.0
7111,460794,Female,Yes,Yes,Homemaker,Low,1.0,Cat_6,D,39.0,9.0
7112,460155,Female,Yes,Yes,Artist,High,2.0,Cat_2,C,53.0,2.0
7113,464606,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,41.0,1.0
7114,465856,Male,Yes,Yes,Artist,High,2.0,Cat_6,A,41.0,11.0
7115,463214,Female,No,No,Engineer,Low,1.0,Cat_6,A,25.0,1.0
7116,462848,Female,Yes,No,Healthcare,High,2.0,Cat_6,B,23.0,7.0
7118,461666,Female,Yes,Yes,Artist,High,2.0,Cat_7,C,35.0,0.0
7119,459773,Male,Yes,Yes,Executive,Low,3.0,Cat_6,C,51.0,1.0
7120,463647,Female,No,Yes,Engineer,Low,1.0,Cat_6,A,38.0,1.0
7121,464156,Male,Yes,Yes,Artist,Low,1.0,Cat_6,B,62.0,10.0
7123,463139,Male,Yes,Yes,Executive,High,6.0,Cat_2,B,60.0,1.0
